episode_id,task_id,episode_seed,initial_state_index,initial_state_sha256,episode_success,action_token_ids,decoded_action_chunk_sha256,decoded_action_chunk_json,reasoning_sha256,state_before_sha256,state_before_ee_position
libero_90-task16-episode2-seed57,16,57,15,ff1045e5eaa4bf353366f917249d63d28c60908ffa0c9fe228f3497cbaf2165d,true,"[151855,151872,151827,151744,151911,151885,151802]",fa57b370f7efaf99dbfa6dfe9977856e7d026fd0fd0f08fd2f67c76289ad1d6f,"[[0.2629160421794552,0.006091522763398416,0.0314242659512729,0.0002853743165742717,0.00406471772595296,0.0015035977065167572,0.9893855452537537],[0.28419272313338695,0.004687393032938303,0.040990665051197084,5.166405612189173e-05,0.002001653923329627,0.0002483112312710034,0.990282416343689],[0.3094230907845734,-0.0026702713543613754,0.04399749411498988,0.00011549465991045338,-0.003792460105955797,-0.0015359709202957816,0.9903861284255981],[0.3464636638450109,-0.0039803072755972835,0.045508116125574816,0.00017277332952381208,-0.009646922145236658,-0.0036254954215433344,0.9903709888458252],[0.4043725794798263,0.015555227998333976,0.04597649303610751,0.0006750021542438756,-0.014311176838461392,-0.007047136232388951,0.9906526803970337],[0.4757693753105485,0.06972579245910993,0.04095866821398886,0.0025831284037416413,-0.017690854078836082,-0.012338103422061764,0.9902874827384949],[0.5596328963754651,0.1431457158154359,0.031082129122012248,0.005806763070628218,-0.020041536675847738,-0.019234582125843502,0.9903739094734192],[0.6543694310876944,0.226239159251449,0.01927627903017992,0.008952485089287698,-0.020802515449247494,-0.025554406705156296,0.9900735020637512],[0.7359053792444641,0.2961283097904044,0.005581468898725461,0.01181028189921407,-0.021312141831501208,-0.029751306575155567,0.9900836944580078],[0.7757078206701351,0.32946345042759617,-0.005892727969211364,0.01225370019365446,-0.020734054172152128,-0.031810349878117705,0.9896216988563538]]",c52ca4c83e1cff7489d36d96578c5bd0ec59a8972ab0e7a4e85dbe258a229256,e72bea07a10a454dcf17bafc848127c34bcaa1099d4781dddc2434be194fd9cb,"[-0.22592437512361252,-0.007921917163813989,1.1508487778471541]"
libero_90-task17-episode0-seed58,17,58,13,6795c5366ce5b04db564ec68d99456fc447a8118664bc3ddb596bc48cf869271,true,"[151746,151847,151788,151807,151680,151915,151920]",b72323e3186dff4760893e94594621b8e4062e31d8eb32cd3858e08e1d93f023,"[[0.41987089713320813,0.18819102575811542,-0.01757435825788889,-0.009905513327612692,0.019601336236092948,-0.002683965074504968,0.9891439080238342],[0.46962478766440086,0.22178036317839656,-0.0065450593926357215,-0.009002989009016638,0.01864788335873868,-0.0022536543826880973,0.9899477958679199],[0.5227827635063136,0.26919072819083567,-0.008525314162312725,-0.00530851020491685,0.015000925109802665,-0.002328856307739713,0.9901832342147827],[0.5800156473633464,0.32892656222202277,-0.012947593756734932,0.0005467134374781413,0.011004550194797957,-0.00043309043647710155,0.9903624057769775],[0.6310277498398413,0.37531276019549864,-0.023076394602810524,0.007999547789847794,0.006624786169723507,0.0004558228881066384,0.9902553558349609],[0.6667281784109278,0.4100035486766984,-0.039926660744953324,0.01944717946152541,0.0021821319114252447,-0.00013974866513244422,0.9913522005081177],[0.688649989859865,0.433960980490653,-0.06234694286055742,0.03931047528280951,-0.00014323768945700976,-0.0005514600253988533,0.9913277626037598],[0.6997761291578115,0.45400470433335727,-0.08799339072095336,0.06104538185566,-0.0006900937392231299,-0.0009435054928488285,0.9910424947738647],[0.7030928962723415,0.46647356903740445,-0.11978514239922333,0.07912135617433025,-0.0016008154191098356,-0.001875287095684186,0.9915972948074341],[0.6900061147268808,0.46659615748602334,-0.15079084208355198,0.08420886846484121,-0.001148627392922208,-0.0022783162730135587,0.991068422794342]]",b7662ab871d94d6326f8e0c5a488828a9492b9bfc2f98fbba586501187e87e2a,0315a0cf6383f8a6089c4718a81179bcec86b53951b41d2a736f4ff206aca6d9,"[-0.20441962344850922,-0.008300417280564033,1.1670483585262985]"
libero_90-task17-episode1-seed59,17,59,14,7aaea64a2588f293788bbbf4e1d0ff8055137c27d1158bac01eb6fe2dc4533e4,true,"[151790,151827,151827,151746,151773,151760,151894]",99362907b60ee78039649c5c5cfdadfaf006da3ea91f6a6045a770cb42f864ce,"[[0.15454550834847325,0.057228433115668054,0.013461044974974357,0.008845651649926678,0.019576529698497325,0.0009438962926964223,0.9917517900466919],[0.20325696617752698,0.07862893228811174,0.015183796187869802,0.009755087797673756,0.020016691817147603,0.0009065853599885543,0.9925364255905151],[0.2723113564843693,0.10616203135128899,0.00398168164042545,0.012752819156660378,0.019375197535481448,0.0008689001952575381,0.9927327036857605],[0.3519395477318632,0.1466060720239426,-0.0043315444035840756,0.017287292834326395,0.01816668816829292,0.001050982786120258,0.9928332567214966],[0.43218761871186473,0.20087103779005133,-0.009349696838370392,0.024127290639406995,0.015102753066770447,0.0010096675707647051,0.9926968812942505],[0.5068816697042777,0.2921641724573476,-0.009083238535339433,0.03143477356192648,0.010468538315990372,0.0007020675593381043,0.9939452409744263],[0.5727976374429034,0.40127680911531627,-0.004945927359671032,0.039990030821769995,0.0052653521594692165,7.257187320064418e-05,0.9940584897994995],[0.6354675578598687,0.5168010471331996,0.010156525200500255,0.04726312070390781,0.0004910867282603704,-0.00033601464967247807,0.993992805480957],[0.6854806660088713,0.6136538139422498,0.020235801931647757,0.053000861706888,-0.004144567953645151,-0.001267216192871956,0.9940407276153564],[0.7062399711997358,0.6636771783866635,0.021917601561085576,0.0538803158347263,-0.005123850216222081,-0.0016754284837219302,0.9936630725860596]]",4883e3ff2c17221a1a8d0b98ac9afc34b09c8baf173542e4d26b415ad6edb2a5,098943f466cd8fa220a57d42df4166d377d0daa84f50bad95d0d431f5f55c7d8,"[-0.21434053025039487,0.008993069768933862,1.1662606796560055]"
libero_90-task17-episode2-seed60,17,60,15,829ada4f7875647b332eb96f99749b89a49670ba0ec4a39e6ae1d36a65db887a,true,"[151790,151827,151751,151807,151775,151715,151829]",12f890be17fe5c215027983deafca92acde506f3bfa9e976da990dee05cd074d,"[[0.24396931794691312,0.1369621740693816,-0.03439786936550604,0.0008059301008322972,0.044497070117017756,6.132620090504304e-05,0.9891179203987122],[0.3025351948535686,0.15901036254518885,-0.009571436012265622,0.0007079925270274678,0.04252930989378001,-0.0005687308332671392,0.9898983240127563],[0.3765762575962128,0.1877700635854751,0.006483495777018788,0.0014549314791532098,0.034413421126146204,-0.0015959790252075834,0.9901031851768494],[0.4594761000853822,0.2269957021772484,0.021943810574498457,0.003965494233946432,0.02489223902455251,-0.002221208466281155,0.9902255535125732],[0.5377244166228117,0.2658337931735133,0.031842627327876016,0.00895707144321034,0.015716302754043454,-0.0040252313570690035,0.9902322292327881],[0.6026978952367372,0.3120217586556606,0.03527775535252431,0.017555894451280807,0.006018634749267449,-0.007411320125715548,0.9912259578704834],[0.6527846367281285,0.36053285723809836,0.02915041562926035,0.032024216935787164,-0.0018312639825381893,-0.011382820048172704,0.9912356734275818],[0.6921779451698313,0.41078079634047526,0.017011820271306988,0.04765153043550541,-0.008125540570887324,-0.015124148564792605,0.9909116625785828],[0.7196779678963026,0.4512386743380148,-0.0020679046763802944,0.0607777122744122,-0.013780229544991585,-0.017954577625468815,0.9911400079727173],[0.7239241573073869,0.4690781635757446,-0.02217480454140741,0.06429776198023074,-0.01499642516522215,-0.019172085377977766,0.9908587336540222]]",a21c6eaa545fc9732367e815deaa350275a1b5a1029fdab54e8d3796196f4ff7,9e39e79f786d4fc79e02a4d18bf0d86b4df35f935bad10d59d0be1917a613c34,"[-0.2203099870440635,0.011995534878171085,1.161733257091771]"
libero_90-task18-episode0-seed61,18,61,13,b74f014339a3cdb1e663cf8fd02d9b7269e5a741a8c1b6d81c9556482c38ef4a,true,"[151855,151688,151769,151828,151758,151902,151728]",7211e3727a6a26c63d707ef99f1b0d1692f4b7906f03c87f1ca29e3d6547de5e,"[[0.0575323436999895,0.001189932293996776,-0.0287053808564508,0.0004471332660913596,0.0004084744038976851,-0.0033093254967866415,0.9853348135948181],[0.0532616981308216,-0.00032930347977355723,-0.020040189603150793,0.00036743959913776436,0.0006285058104253949,-0.001076095898650209,0.9861392974853516],[0.04879310777312185,-0.003701818299930437,-0.01722091879159393,0.0005984368051570321,0.001849696502077336,0.001932336623836406,0.9865034222602844],[0.055778033732046595,-0.002204722245977564,-0.012789356838254662,0.0008187109865120945,0.003977080538490441,0.006605072511268517,0.9863464832305908],[0.08748738505371811,-0.005701157997890505,-0.009085149609234122,0.0012090862983622497,0.007905321884862815,0.01241126363881051,0.9863893985748291],[0.13888173639816515,-0.015440225998055723,-0.004501739184433973,0.0008138570183766625,0.013139938262156647,0.018141186280034916,0.9853762984275818],[0.2137804421719416,-0.029661511024876575,0.0029825176061706316,0.000721207132293511,0.01784025081687446,0.023902376006793347,0.9854854941368103],[0.30168002392505855,-0.046824457574388134,0.005977225001259967,0.0010420858015049994,0.022629858962488925,0.028730156221415726,0.9855233430862427],[0.38126301101031856,-0.06156956222216792,0.009569497902162993,0.0015397744126839363,0.026063965599405492,0.03136800548297991,0.9852949380874634],[0.42881973204668355,-0.06976074606111382,0.014706737541644088,0.0015928819918082926,0.027600421763054328,0.032165550059112036,0.9845718741416931]]",a637a2e313347bf120aa6f5a88e6ee54b95494c8439e4a24377bbf02cd115a84,9fc88bbac22126834c715d85f14265f763008c351aec7a401bbf602b5a1b9d87,"[-0.2136762006378151,0.008439393239769798,1.174760022719005]"
libero_90-task18-episode1-seed62,18,62,14,31977c7f7e3a88e3b5615c2bc73c9f6f078825bf81f695c5efd699583d059132,true,"[151855,151899,151793,151762,151704,151877,151802]",37d06d46b77e65603be036607580c6e5d4bb0134dea0f17a79a057392dfa46cd,"[[0.10860819110838449,0.04043248317174175,0.021062423294267774,-0.0287198444874468,0.010827369152451638,-0.007397698080072956,0.9877212643623352],[0.15702944174747202,0.03560335928526115,0.03289808613885725,-0.029644239346881207,0.012042293661068015,-0.0025422995421422456,0.9884487390518188],[0.2196815277098061,0.02469032239190483,0.026746721486631486,-0.029118257453756957,0.014530554229196468,0.00530457880762647,0.9888142347335815],[0.29013512810079334,0.01600130235317465,0.026985551121356366,-0.02756384336895712,0.01721093140113794,0.018163116276591396,0.9885904788970947],[0.3561307328596044,-0.0025400980017309394,0.02556895394639014,-0.02449846098259245,0.019002682388048697,0.03325102875385433,0.9881628751754761],[0.4087141214206227,-0.03597584111577845,0.023922809495616093,-0.020535832737277104,0.019623699856055055,0.049080874928609575,0.9879620671272278],[0.4518686457125689,-0.07833650503318523,0.024064993393380973,-0.014149044215594486,0.01831006558614945,0.06650605350644412,0.9882926344871521],[0.4797691490638307,-0.12442668675280544,0.02003175384180622,-0.007723267071531259,0.01594631437285443,0.08154396858541446,0.9883973002433777],[0.5003652071922531,-0.16409317226557363,0.01500956085078542,-0.001762234306244892,0.012922895954034175,0.09066972873948842,0.9885748624801636],[0.5078854316582557,-0.18720965347192475,0.008549967280401916,0.0003776089392237836,0.012112125355372427,0.09442151704115531,0.9881116151809692]]",551f71f15d9a1dd51b80871505056a96c2eb10ca2ef37196a5ceebce85b8c51c,631357c60286ffc753d5d357fb3d8b798b578cc59630950cdf0095c146d62895,"[-0.2090268482737844,0.016243107657399357,1.1714456103296405]"
libero_90-task18-episode2-seed63,18,63,15,edf380d121f87dee2a94176b32aeee531d8183036e4dc0a533d85e10e38b44ba,true,"[151833,151808,151870,151675,151745,151764,151777]",2e2ef89a412df061b84ede4f02d4a9042bf72cc7ae160e2c9d16065162be8501,"[[0.07157587310491742,-0.0015972124341345761,-0.010826902356853907,0.00036269636791796955,0.001255729878110401,-0.0005921764695173692,0.9827571511268616],[0.06765913551292613,-0.001099171236944585,0.0006158436949874613,0.0003127355628129713,0.0008749922274233768,0.00010913434186221593,0.9835880994796753],[0.060167207793009325,-0.003267018802404209,0.0025665041203524197,0.0003878428758439245,0.0006048909399680724,0.0004909632750802473,0.9839101433753967],[0.06096750687224528,-0.002375792581048586,0.008369452700520696,0.0007566614014500317,0.0003734294594721632,0.0011174089702290502,0.9837914705276489],[0.07726219472748141,-0.003438294134880948,0.013198845636622991,0.0010252168780229276,-0.0003565361766533215,0.0018265973656959034,0.984087347984314],[0.1013718169970339,-0.004690213291596024,0.01611203207957601,-6.90484099989952e-05,0.00024299156062568272,0.001069638252474192,0.982114315032959],[0.1424654023065095,-0.0046438838779039315,0.01588963768034546,0.00010293524806193055,0.0040361375757527185,0.001326249150746861,0.9822362065315247],[0.20444428175120066,-0.0019424280653623782,0.005653707491944715,0.004310292076935562,0.011500661085591446,0.006955596935750208,0.9821926355361938],[0.2563674423333424,-0.002350987894956802,0.0025256617411173465,0.0065542003388743275,0.017063164675988673,0.009322595770560937,0.981712818145752],[0.28175823178683146,-0.005180874582180195,0.00689088212925526,0.006482830396746131,0.018679661149093363,0.009443098482014634,0.9811033010482788]]",215bd4cd26e4b1ea82bf14470ffcff2d24782d6448bb0df0c0a224ab472bff6f,9366415ef8000f476ed69af9cfc8dfc27d1d723f8feb178d63f6bf8f6e553f4f,"[-0.2080291886515439,-0.0040285954536924545,1.1693483841844337]"
libero_90-task19-episode0-seed64,19,64,13,83635392400f9d27cc34ff7a78518ebdc31d3d4c92dd4fcda5d3e830ca45db1b,true,"[151855,151903,151913,151835,151736,151799,151714]",471caa5f748a9d919d5f175347547a2790c2e2be962529253fc3cdf35896e4d5,"[[0.12431531314395983,-0.007627723616820958,0.026049889342516508,0.003466744393992638,-0.000860243945453476,-0.009685228744768182,0.9860768914222717],[0.1704974568330222,-0.009990933709929095,0.026423149375204957,0.0033791145814183743,0.004746748551440305,-0.012995198719906398,0.9866728782653809],[0.23471279454635763,-0.01604414835529866,0.013274469560741409,0.0038273499316889836,0.01820613235057067,-0.018554920637003036,0.9866713881492615],[0.30645012251328296,-0.01849207362631944,0.002141426684062253,0.0045243465348623335,0.034731536668715535,-0.02632059063774861,0.9866917729377747],[0.38619618008222645,-0.026201103567018436,-0.006548826938313823,0.005959450821139356,0.0555464262956491,-0.03500900453797051,0.9864062070846558],[0.4600664911651826,-0.03681417800645903,-0.01929132164698899,0.005593686788789576,0.0799349866425132,-0.04513390805904649,0.9856909513473511],[0.5351024869238685,-0.052646281398054384,-0.02540140710308947,0.004215667382523547,0.10089851688383078,-0.05606627330486802,0.985859751701355],[0.604222564528957,-0.07166501821217253,-0.026387084415858908,0.0019600671479087506,0.11964459291419871,-0.06797951939496194,0.9856051802635193],[0.6560556699441484,-0.08434087904664267,-0.030172921801238317,0.0006064375473118222,0.13258665414747384,-0.07572105143021446,0.985601544380188],[0.6761258765290847,-0.08964897937158156,-0.03428828292817343,-1.8764622223388372e-05,0.13500339482618529,-0.07913251313003045,0.985347330570221]]",c8b50c09c097412a7d5257e207aaa9d46cbf324b32074eabf8cbdce328a5962c,1c0d95de448cdc89580fa60d492532732327c07131274bbb4d36a515d37ad2b9,"[-0.20526221985679796,-0.012022971963053821,1.1808200242481914]"
libero_90-task19-episode1-seed65,19,65,14,34e82827615ce9c6a1b919e90444821653e4d620cc4f222fe72ab4d8eeb6d531,true,"[151751,151866,151689,151686,151817,151745,151756]",45c8756344a9b1ab1a6154065382be635b649831458f391b310be956ef6e0fe7,"[[0.14532915661552792,-0.006038173732889618,0.11829862748561482,0.006233598511951932,-0.0017883838266783414,-0.043551617641973905,0.9850713610649109],[0.1905387927909068,-0.0014700115438870398,0.12510871200828433,0.005834724141826619,0.007633701221806177,-0.05099213614940723,0.9854916334152222],[0.2520741946830576,0.0007882398774938792,0.11898967180593445,0.0051817454626190695,0.030770216628695835,-0.06345350117220505,0.9855912327766418],[0.31330702887213135,0.0054728405929438395,0.1077022141585644,0.006529118427482494,0.05598924980424158,-0.08032004489748523,0.9858393669128418],[0.37971185490428994,0.000652326597503361,0.09607939034373203,0.011580096763909475,0.07643303442318938,-0.09777987736066329,0.9851289987564087],[0.43307563328949783,-0.013853392329750136,0.07847457762585464,0.01829504490700673,0.09395987608212408,-0.11578865206699618,0.9844157695770264],[0.4820081677244765,-0.03957139311335567,0.05808451121174585,0.02929748649359376,0.09971082196932457,-0.13383464414803115,0.9844686388969421],[0.5223529708075745,-0.06952484529648473,0.03217198726309789,0.041095443625966066,0.09888501650360126,-0.1513513224555254,0.9843990206718445],[0.5505935648481426,-0.09285560004116178,0.005319979387820695,0.05141141784444159,0.09509201944686652,-0.16274938203095246,0.9845306873321533],[0.5535026998981536,-0.10542183851292464,-0.015599618301450846,0.05444876533499743,0.09205934574660546,-0.16751459065130447,0.9844620227813721]]",4edb6c23921c16097b6e1fb1ed7235c0d2fad45c2240c2696f445d5562ddbf76,537d5d82ee74737026c72e6e6461a6ff9c4ffe7fb379ec8c8ad8658831bd1eec,"[-0.20982071139729147,-0.006513091369708501,1.1746853376282904]"
libero_90-task19-episode2-seed66,19,66,15,ed8748922dbf764669eb625bf72c2203270c364c0c7bd7760425914d568e9e38,true,"[151751,151769,151817,151675,151776,151868,151779]",8f6d35eb7a63f25187c1d4541665a08c1cd85f237cc281ab18ccaa18e911c978,"[[0.3491315923106022,-0.5106967896781356,0.2414658111392214,0.05051339682708145,0.08802553262233914,-0.06430233424710963,0.9803240299224854],[0.39693163887649163,-0.5220292512635893,0.24593422951767252,0.05081343850000053,0.08962955631272962,-0.07055137283924395,0.980475902557373],[0.45478034115458144,-0.5305046127562107,0.24036579700543825,0.049987378021651985,0.08756902480277517,-0.08121653642053772,0.9801007509231567],[0.5049792984471431,-0.5077801378389424,0.22829217815990432,0.048931280057219695,0.08449067052887926,-0.09353879940033138,0.9807571172714233],[0.5414552609265542,-0.49048102176268316,0.20845817964703883,0.04831037817124173,0.08233091286854233,-0.10337249427259465,0.9799764156341553],[0.5160385143955324,-0.4134951685339061,0.1737158390795912,0.04510974909857879,0.0794930171620365,-0.10976576188645026,0.9795780181884766],[0.4327981397701599,-0.2819505370072761,0.13098171509722079,0.040073600280770894,0.07458320952440545,-0.11158116143074182,0.9802246689796448],[0.3462126571394819,-0.11305655689405114,0.10811860985916155,0.043515045232639604,0.07054929709454427,-0.09708547113011079,0.9804558157920837],[0.27744017482094563,-0.0035971671243117953,0.08740595417162922,0.0445336772072813,0.06494182793079517,-0.09292835212417216,0.9800482988357544],[0.2449156035149258,0.02346966533956163,0.07358288368078547,0.043529920891640206,0.0629733129850365,-0.09254888085269997,0.9800448417663574]]",775fc84abec9b6f5101967b9dcd132d9277c1e5d3e8ee7e73101863875bd905f,d27ffbd78db7e3bb6506aa81ca1ce0f37677e6de5bcd9252ca4bec218eacabfa,"[-0.20619562312376707,-0.019438820471867468,1.1844263377728361]"
libero_90-task20-episode0-seed67,20,67,13,8796703ae15fde3cb598af1649978e1f64993432fa1da0f1990e46f6e9178a1f,true,"[151888,151716,151819,151907,151713,151829,151762]",c86f3f1fa4c948121e1087420ed4e0f743677a5901fc938b6edecd33b26592c3,"[[-0.058567748715464774,0.443904994647184,0.6096624808447473,0.00013482747976545362,0.005037843041648671,9.540002661267977e-05,0.9841473698616028],[-0.09174897228049694,0.4743962062748608,0.6069226561050982,0.0005814202324541107,0.0068005868643012946,-0.00013885050827688872,0.984134316444397],[-0.12950120188328995,0.5054463433292256,0.5906462035503637,0.0016481028004060594,0.012404242693207834,0.000362620402741598,0.9843795895576477],[-0.16519633309161463,0.5448466397106699,0.5547645353290136,0.0021342101758246024,0.017803468024538915,0.0011531294168385386,0.9844483733177185],[-0.17493217953273188,0.5805549328151471,0.5046293135715132,0.0022122981575014578,0.01919519621424115,0.00036301334636590354,0.9841903448104858],[-0.16639742180846895,0.6219795785780491,0.43071378031072527,0.0007007115748243198,0.018189707205181094,-0.0008862854165094802,0.9832323789596558],[-0.13927863262208717,0.6650437935918774,0.336145544480587,-0.003799082992094638,0.013039520444635855,-0.0009562106700347073,0.9836061000823975],[-0.09668465759971667,0.7032313253210987,0.20620016393729657,-0.010832842715311486,0.006099588670195999,-0.0012896326910585287,0.9837296605110168],[-0.05548658180976496,0.7352437201979001,0.09960570389421264,-0.017670302799408732,-0.00011707066521182696,-0.0025738098784913177,0.9833064079284668],[-0.03695009417843309,0.7506050982966173,0.03389348262743397,-0.019851829265538523,-0.0015844597876366606,-0.0028240588323704685,0.9837422966957092]]",0640e5c170c6fc4b98394a1816c32223542f4827eba958c0d48f2fe49c7e0d2e,ff2040515d6c1fb8b1d36a9703cc30d6a6bcd38b4e94effd5994038dc395366c,"[-0.20765427889734417,0.0010495440479809574,1.174803596433519]"
libero_90-task20-episode1-seed68,20,68,14,8cacd745e68c37a213b702a58b7451fe88943515b3c59589e761774899b6a779,true,"[151888,151673,151844,151899,151729,151784,151904]",0ecb5fac4287896607174072077059ef4b6da8bee2f81cb197cd694507b8a38c,"[[0.09636148300756275,0.38764335414938955,0.17657666209782974,0.004587420436394041,-0.04195689118276391,-0.015833935731496496,0.9839007258415222],[0.06176498069134162,0.4294399677049654,0.17769720662545296,0.003950369416885646,-0.040848879077572064,-0.018223519468904215,0.9846253395080566],[0.0127399189867905,0.4793673933635034,0.1849737023826492,0.0016969654644309884,-0.03535517440329272,-0.021224766736546385,0.9847517609596252],[-0.041153110083008926,0.5384213035245722,0.17798441373076912,-0.0015370784725254882,-0.028179014479803755,-0.024630296858795475,0.9847908616065979],[-0.07322952449938214,0.5837908168643935,0.16737041852388757,-0.008429796277525714,-0.021658102662868828,-0.02965035748691136,0.9847147464752197],[-0.09829276035543444,0.614853458760507,0.13859619792322064,-0.018875185038075948,-0.01415896122266247,-0.035709679154910745,0.9826927185058594],[-0.11116941317801121,0.6349231147750345,0.10190554482119296,-0.03274487298472373,-0.009219709476155913,-0.042019867259627475,0.98295658826828],[-0.10968588673657464,0.6379676337460438,0.04991352366761248,-0.0477408568722415,-0.004938327503907658,-0.04813581023272917,0.9833264946937561],[-0.10363568043696603,0.6375565114488779,-0.004016271813071626,-0.05924542577470926,-0.0016266547348919858,-0.05197041608111874,0.9829839468002319],[-0.10429833637377506,0.6339682368592037,-0.04370070407429694,-0.062097224335038614,0.0004961215219196902,-0.05318496740064482,0.9829605221748352]]",1fdd8915455db25f7e607859123f39d9eac6518cabe5cdf6f565366cedfedf35,e57ded18ba32a20a869f20704f8c37cf8cb28ed14942424cb7ec39fe4871c2af,"[-0.21812049131167013,0.0033609535593414836,1.169771415703976]"
libero_90-task20-episode2-seed69,20,69,15,961264ec9cd563f3dabbb1944b7f9ed91bab726fed7efcdb9cfaf5422e82d606,true,"[151809,151886,151714,151883,151713,151732,151742]",d775c08afb397ec5b9719f2ba122cce2028ca7578cada3f588358e8fb075903e,"[[-0.0049736233394988005,0.3022939142634584,0.3536656147217627,0.010260749466778574,0.001416694316816347,-0.038491925842606634,0.9870645403862],[-0.02737431638210097,0.36523795769412004,0.3815591032675343,0.009540322777871646,0.0008635720840146632,-0.03771767720991548,0.9873110055923462],[-0.051285419982155744,0.4478119377040457,0.41406177443462866,0.007389747279662462,0.0011094626674434949,-0.035175051286641335,0.9874467849731445],[-0.07895447272541745,0.5480911336509564,0.4246389678185096,0.004909535667830145,0.001363228184544596,-0.030966306973109425,0.9877509474754333],[-0.09794485605605452,0.6193470018938285,0.4181924241527213,0.002825716073597606,0.0009171871746787019,-0.027686668503447365,0.9878829717636108],[-0.11737854036047324,0.6631836471323993,0.38289423409247547,-0.00013262985572737307,0.0004669256770313268,-0.025420225813256536,0.9869929552078247],[-0.1317456061960769,0.6863891484621831,0.33353665560377976,-0.006004353298552312,-0.00019102354170286162,-0.023377873258526805,0.9869346618652344],[-0.1440272327464367,0.6859590639049884,0.2592920900204376,-0.014982081119628177,-0.0008559638743150799,-0.02360956030405781,0.9872750639915466],[-0.1527765778072414,0.6810255963389977,0.18165585969302356,-0.022447327234625503,-0.0018902812975625238,-0.02358053861066267,0.9870269298553467],[-0.16098846127117383,0.6763361781845134,0.1208293261390736,-0.02459779199591905,-0.0014501589011501892,-0.02250039272225024,0.9871442914009094]]",01099f367e46bb310a68ac0f6b5197e41832822a8014f06e5dea17f5d8ee8c21,4d1b5a0f1f5ca1e82eec29b394566545c4860b28a752e3cd8b0652ff12f28ef4,"[-0.20516581890679367,-0.008833291243735964,1.1733030412330963]"
libero_90-task21-episode0-seed70,21,70,13,9ba64929cb96d661f6d5471458fb381626980ca5280f434c589740d19c224971,true,"[151790,151736,151894,151767,151830,151691,151871]",c3abce30c5004bd19c774114a2161f2ac87641a6c60f1ea51ef5b0dc7efb83c4,"[[0.014682770924363098,0.1624795336421414,-0.001939043693766962,0.0008712925652871739,0.0008324993633834765,-7.783197690258703e-05,0.9923551082611084],[0.02425514957958974,0.21420857900082524,0.0024990159108142507,0.0006643252699611857,0.0007896887214400294,0.0001641090260626754,0.9933388233184814],[0.04198771826713177,0.28554316624749276,0.001301864621069626,0.0005284879867795134,0.0005077998598750355,0.0006739440227985227,0.9935864806175232],[0.06507746577097251,0.37349371571586687,0.0006748139751664439,0.0004638360841999756,0.00035497847994747644,0.001342004318921397,0.9935302734375],[0.09104924348535981,0.4450670224414921,0.001734804761383657,0.0005152733815134702,0.00014307027107918202,0.0013591441455815811,0.9935179948806763],[0.11354445030857008,0.5063850264500047,0.000925164655370736,0.00033846343954602176,0.00027268393348833797,0.0007156521817783812,0.9936448335647583],[0.13448501359526688,0.5568080333368641,0.0011962095357489488,0.0005270299507236231,-5.955286466985399e-05,0.00041922299624275183,0.9939699769020081],[0.1555434432034133,0.593978060442808,0.0005394007391998912,0.0002692159549675388,-0.00020086472615332696,-0.00012462969139726,0.994073748588562],[0.17333746129899197,0.6223577987915974,-0.005164062794221991,0.0001398475532743415,-0.0006844134591972306,-0.0007391935198111099,0.9936553239822388],[0.18010351788647583,0.6358371982071276,-0.013389434041187087,-0.00017207988192313728,-0.0003322559587104479,-0.0007475950287307853,0.9934507012367249]]",3ddee93bbcb3b15c8a19d4038481d21be3411dd7c9ae7c4bb3d9dc61063a3c50,2d3168a452d304457981e6b4fc01fdb71917d61ecc0dfcf37fefc37e13deac48,"[-0.22018209715534293,0.0005032776546799927,1.1667565239544313]"
libero_90-task21-episode1-seed71,21,71,14,eca8d5f5ece26c57ff537df09f01f31e190e7dac9796abb59f124515437b0c49,true,"[151790,151780,151894,151777,151686,151685,151900]",c68bffb947e0e5d272dc52841ee89ac993ed708879321d3385fd983424e0763c,"[[0.08955357725426083,-0.029184738308529745,0.019922058200251058,0.0007631210548622036,0.0007592217649374788,0.0008735593839457323,0.991418182849884],[0.08643351887695161,0.013468149410726937,0.019634632686489795,0.0006085230925563234,0.0005021295104086221,0.0005390895132570961,0.9925016164779663],[0.08475650626064102,0.07242560829240574,0.01232865178920406,0.0007115361083278593,0.0004123671832161335,0.00044878732607145366,0.9925022721290588],[0.08820177856683387,0.14922727135214586,0.0056508681821583195,0.0007432806908105327,0.0005513751548988921,0.000187535950711748,0.9924240708351135],[0.1031865169004611,0.22423274714299168,0.0017706237463812613,0.0008228082523906721,0.0003450777121400961,-0.000985176228626372,0.992546796798706],[0.12620558875612176,0.31316533668345414,-0.0007882495964963709,0.0004880966968008327,0.00038615050617352153,-0.0032639685755810888,0.9922884702682495],[0.1576678622496459,0.40391850818409125,0.0007105237559414945,-0.0005231805010272872,-0.00021002070199926948,-0.0058252686768103246,0.9927619099617004],[0.1980383575421385,0.4871812794772268,0.0053941836570459145,-0.002949481691096878,-0.00058644848986944,-0.008463024380368722,0.992781400680542],[0.23395853837845948,0.5564097233775556,0.005593426761095088,-0.004976936195270065,-0.0013290954504583397,-0.010442505955209569,0.9922873973846436],[0.25177957302412324,0.5934455796814575,0.0023711377662039013,-0.005925093351184962,-0.0009431740477197081,-0.011127780924397257,0.9919722080230713]]",00a469a724f2119c38f3aef092fd028917610753f50eda003c1990065668300b,c976e1ebd80cb9eafcc24859720405d96ce77f118c0691f25aa302668655c12e,"[-0.20856262192107913,-0.010089474635226489,1.1685733302748949]"
